usage_id	host_ip	proxy	domain	"time"
19835	123.30.160.58	158.119.147.11	static.vdc.vn	2015-02-14 01:25:24.837154
19836	115.248.114.75	158.119.147.11	115.248.114.75	2015-02-14 08:32:36.123147
19837	115.248.114.75	158.119.147.11	115.248.114.75	2015-02-14 08:33:48.154552
19838	115.248.114.75	158.119.147.11	115.248.114.75	2015-02-14 09:56:40.657289
19839	115.248.114.75	158.119.147.11	115.248.114.75	2015-02-14 09:57:30.856548
19840	195.226.120.199	158.119.147.11	195.226.120.199	2015-02-16 18:18:50.934297
19841	46.229.164.99	158.119.147.11	46.229.164.99	2015-02-18 03:39:58.0373
19842	115.248.114.75	158.119.147.11	115.248.114.75	2015-02-19 07:49:46.565766
19843	188.165.15.204	158.119.147.11	boson008.ahrefs.com	2015-02-19 18:31:53.144339
19844	82.94.176.141	158.119.147.11	ukspider1.wise-guys.nl	2015-02-21 21:04:41.53411
19845	147.8.48.123	158.119.147.11	147.8.48.123	2015-02-25 03:31:41.818868
19846	220.241.26.82	158.119.147.11	220.241.26.82	2015-02-25 07:45:08.341283
19847	220.241.26.86	158.119.147.11	220.241.26.86	2015-02-25 07:48:35.021244
19848	220.241.26.86	158.119.147.11	220.241.26.86	2015-02-25 07:52:43.181979
19849	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 10:04:52.764427
19850	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 10:05:46.314948
19851	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 10:06:35.412148
19852	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 10:09:34.291024
19853	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 10:09:59.088727
19854	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 10:56:59.085538
19855	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 10:58:24.977823
19856	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 10:59:04.762744
19857	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:00:50.441247
19858	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:01:43.878937
19859	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:03:00.930241
19860	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:04:53.163615
19861	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:10:58.600735
19862	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:11:24.770008
19863	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:12:00.627756
19864	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:14:12.3719
19865	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:15:24.146359
19866	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:16:18.878564
19867	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:17:19.268634
19868	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:18:18.582507
19869	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:19:54.764442
19870	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:20:45.560371
19871	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:22:11.819659
19872	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:23:08.279689
19873	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:24:16.883814
19874	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:24:53.434617
19875	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:25:43.050763
19876	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:26:49.716551
19877	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:27:47.974305
19878	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:28:42.682963
19879	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:29:39.019541
19880	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:30:18.534266
19881	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:30:45.004963
19882	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:31:11.215075
19883	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:31:32.833734
19884	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:31:52.965934
19885	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:32:19.594607
19886	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:32:46.008596
19887	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:33:03.574531
19888	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:33:29.998713
19889	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:34:10.929666
19890	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:35:16.520283
19891	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:36:22.316371
19892	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:37:30.649991
19893	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:38:02.340248
19894	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:44:07.601802
19895	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:44:46.744268
19896	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:45:14.636845
19897	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:45:47.800238
19898	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:46:24.215844
19899	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:47:20.629783
19900	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:47:43.425428
19901	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:48:24.038338
19902	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:48:51.025539
19903	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 11:49:19.611541
19904	188.165.208.29	158.119.147.11	crawl14.lp.007ac9.net	2015-02-25 14:20:42.064624
19905	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 15:17:54.83308
19906	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 15:18:52.144013
19907	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 15:19:24.268896
19908	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 15:20:39.862346
19909	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 15:21:25.540845
19910	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 15:22:01.755627
19911	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 15:22:49.239129
19912	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 15:23:43.689896
19913	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 15:24:26.796974
19914	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 15:25:03.060925
19915	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 15:25:37.438659
19916	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 15:26:10.602572
19917	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 15:26:40.00813
19918	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 15:27:13.640668
19919	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 15:28:20.496394
19920	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 15:28:58.696344
19921	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 15:30:06.87036
19922	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 15:30:37.947588
19923	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 15:31:20.251569
19924	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-02-25 15:32:22.431688
19925	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 16:40:29.838092
19926	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 16:45:33.409794
19927	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 16:46:28.524675
19928	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 16:47:10.629267
19929	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 16:49:24.907348
19930	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 16:50:08.407137
19931	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 16:50:33.929631
19932	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 16:51:30.325727
19933	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:04:00.68851
19934	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:05:07.154466
19935	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:05:39.662846
19936	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:06:16.716857
19937	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:07:42.940096
19938	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:08:28.672514
19939	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:09:00.473473
19940	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:10:05.716272
19941	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:10:50.894651
19942	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:11:18.682074
19943	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:11:34.099501
19944	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:11:57.214498
19945	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:13:56.309566
19946	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:24:58.341485
19947	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:25:41.460892
19948	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:27:11.356504
19949	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:27:39.993936
19950	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:27:55.808734
19951	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:28:14.275146
19952	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:28:30.447389
19953	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:29:01.726188
19954	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:29:19.753911
19955	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:29:44.581338
19956	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:30:21.039632
19957	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:30:39.303228
19958	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:30:55.992336
19959	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:31:17.614045
19960	193.61.201.6	158.119.147.11	gazebo.cnit.smd.kcl.ac.uk	2015-02-25 17:31:35.9471
19961	115.248.114.75	158.119.147.11	115.248.114.75	2015-02-26 08:15:55.612855
19962	115.248.114.75	158.119.147.11	115.248.114.75	2015-02-26 08:18:10.551408
19963	115.248.114.75	158.119.147.11	115.248.114.75	2015-02-26 08:26:31.025633
19964	203.190.254.200	158.119.147.11	203.190.254.200	2015-02-26 09:29:59.173831
19965	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 09:36:17.062849
19966	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 09:59:01.935529
19967	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 10:02:45.475762
19968	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 10:10:49.864079
19969	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 10:19:02.691164
19970	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 10:30:06.950564
19971	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 15:54:18.025205
19972	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 15:58:06.43172
19973	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 16:01:45.679283
19974	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 16:07:33.304688
19975	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 16:12:16.912466
19976	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 16:15:05.151542
19977	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 16:25:12.70095
19978	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 16:29:52.793103
19979	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 16:37:48.460293
19980	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 16:49:17.936566
19981	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 16:51:49.503154
19982	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 16:54:53.726291
19983	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 16:57:19.73387
19984	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 16:59:52.271067
19985	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 17:06:07.751822
19986	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 17:08:29.309689
19987	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 17:14:54.845886
19988	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 17:19:33.755509
19989	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 17:22:06.744865
19990	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 17:28:42.580651
19991	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 17:31:56.437267
19992	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 17:34:28.567934
19993	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-26 17:37:09.092464
19994	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 04:47:28.057603
19995	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 05:10:16.009173
19996	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 05:12:38.674293
19997	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 05:15:41.251446
19998	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 05:20:57.762092
19999	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 05:26:34.187854
20000	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 05:31:20.483702
20001	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 05:36:17.072813
20002	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 05:39:13.812218
20003	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 05:45:09.090161
20004	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 05:49:35.80183
20005	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 05:54:47.202678
20006	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 05:59:39.899972
20007	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 06:03:03.518509
20008	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 06:26:28.824999
20009	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 06:31:26.829584
20010	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 06:34:45.274874
20011	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 06:36:59.428512
20012	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 07:19:05.929917
20013	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 07:25:39.132536
20014	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 07:28:17.862252
20015	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 07:30:38.295754
20016	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 07:35:33.960943
20017	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 07:40:33.736699
20018	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 07:43:02.171908
20019	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 07:45:37.488416
20020	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 07:48:54.025901
20021	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-27 07:53:59.256335
20022	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-02-28 06:06:40.642153
20023	220.241.26.87	158.119.147.11	220.241.26.87	2015-03-05 08:52:44.807659
20024	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:00:48.452281
20025	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:01:28.268544
20026	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:02:04.138379
20027	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:02:21.617032
20028	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:03:11.148023
20029	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:03:26.929034
20030	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:06:09.416419
20031	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:08:28.890652
20032	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:10:46.672157
20033	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:12:02.831798
20034	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:13:32.43627
20035	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:14:43.184991
20036	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:15:21.826995
20037	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:15:41.466495
20038	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:16:08.73337
20039	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:16:28.63696
20040	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:16:52.648491
20041	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:17:31.303864
20042	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:18:01.964386
20043	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:18:18.067861
20044	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:18:36.558898
20045	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:19:50.319201
20046	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:20:21.992045
20047	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:20:46.7487
20048	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:21:18.157125
20049	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:22:07.564704
20050	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:22:45.772985
20051	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:24:07.310564
20052	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:25:25.342814
20053	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:28:22.005375
20054	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:29:05.509106
20055	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:30:41.509324
20056	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:31:05.428029
20057	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:31:21.420527
20058	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:31:35.897377
20059	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:31:57.098689
20060	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:32:22.502258
20061	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:32:43.440932
20062	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:32:59.071242
20063	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:33:31.425845
20064	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:33:47.55196
20065	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:34:02.55556
20066	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:34:18.088518
20067	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:34:42.626381
20068	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:35:03.249913
20069	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:35:51.833915
20070	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:36:16.401204
20071	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:36:44.005614
20072	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:37:19.189974
20073	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:38:00.320988
20074	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:39:10.321914
20075	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:40:31.072322
20076	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:41:01.228856
20077	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:41:37.52172
20078	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 09:42:16.136775
20079	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 11:25:20.826859
20080	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 11:25:45.046735
20081	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 11:26:05.956997
20082	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 11:26:26.791741
20083	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 11:30:19.673565
20084	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 11:36:56.409147
20085	195.226.120.199	158.119.147.11	195.226.120.199	2015-03-11 13:55:54.89724
20086	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 16:44:40.301914
20087	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 16:55:12.963156
20088	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 17:10:03.405772
20089	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 17:10:26.474444
20090	194.176.105.144	158.119.147.11	zen-inetgw-6a.nhs.uk	2015-03-11 17:52:03.566902
20091	220.241.26.93	158.119.147.11	220.241.26.93	2015-03-12 02:15:21.640622
20092	220.241.26.82	158.119.147.11	220.241.26.82	2015-03-12 02:18:59.816242
20093	220.241.26.86	158.119.147.11	220.241.26.86	2015-03-12 02:28:05.289829
20094	220.241.26.84	158.119.147.11	220.241.26.84	2015-03-12 02:31:29.498873
20095	220.241.26.87	158.119.147.11	220.241.26.87	2015-03-12 04:14:40.323528
20096	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-03-13 06:59:35.915219
20097	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-03-13 07:03:12.22048
20098	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-03-13 07:06:25.667051
20099	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-03-13 07:10:21.84993
20100	103.244.12.246	158.119.147.11	103.244.12.246.deltainfocom.com	2015-03-13 07:16:43.659446
